post_text,stars
друг познак друг девушк всяк идеальн показ втро обща друг посто мол трах вообщ тд отвеч вообщ видн нрав злост знал сто парн пожалов полгод уех оборв друг созванив уб днях люб умерл нач худет остан смогл вед никт слов фигур ,11578
четыр познак приятн тверд сто ног мужчин мечт отнош рад хотел идеальн жен рад мужчин езд ко протяж х выходн получ виз отпра вещ увол сканд высокооплачив работ очередн приезж вперв леж мог гран бел извин проя дня улетел дом пар дне получ сообщ вещ тво спуст жизн кот хвост ,4927
замуж муж брос месяц мо привычк относ брос хоч хват сил скрыв вне дом дом пар дне вышл выброс улиц поста мог балкон бел тетк увидел дела поступ тетк квартир спуст пар час пришл муж дом стыдн черт соседк прав муж получ ,1830
провож девушк квартир прощ ид лестниц захотел откр двер подъезд ног сто мат двер разбив нос ,5779
люб свет брос спуст отношен вмест котор выбир собак пошл ним универ конц произошл суббот воскрес утр работ приеха забр вещ уех обратн родител брос одн объясн слов прост рабоч оста одн четырех напомин днях отд ключ собств квартир котор родственник смогл жит вдво ,5254
месяц род мо люб муж погиб спас люд сто невероятн ус вынос ребенк малыш род срок могл заб сво внима сраз похорон говор аборт дел поздн отказ ребенк смог зан иск муж ужас ид мам ник пожел услыш родн человек посл похорон переех родител муж вмест раст мальчик похож пап свекр помога нигд работа подруг свекр род сынок мам звон просьб вернут сын видел кажд ,8423
девушк хорош работ сво квартир забеременел реш рожа благ финанс отец ребенк обещ помога родител мол неч сем замуж угрож лиш месяц порог последн месяц брат больниц обследова врач ребенок скор род инвалид выя предлож аборт медицинск соглас воспитыв инвалид смог отпра ребенк детд аборт неожид глаз родител изначальн аборт преврат мат пришл ко работ устр сканда налож штраф гроз отец напис заявл полиц укр семейн золот подар доказ обратн ,6254
прож мо девушк вмест всегд рад друг друг настольк мо люб сестр род случ общ леж больниц родител приех помоч муж сестр родител короч девушк помог муж сестр ребенк работ уйт сид работ дом посто выход сестр никак относ понима ситуац знак сестр мо девушк порядк дом недел люб ушл слов помен хоч пью хочет стат матер ,3284
поя возможн смен работ предлаг больш определ срок определ сумм покупк жил правд проблем работ нрав пробл пар хочет шла ем нрав учет получ зат работ ним выста ил работ зна должн будущ дет обеспеч декрет жил инач пар скор бо поступ ,3117
мо пробл одн летн мо офис летн привод стар молч уйт ум любл прост избег обо дал телефон перест отвеч тепер городск телефон неловк сто ним пар минут поговор офис слуш продолж месяц нашл сил очередн телефон жел тепер офис новост брос мальчик довел нервн срыв сил науч руг ,5476
жил однушк трем детьм котор куп сдел быстреньк ремонт кажд сво муж сын никак гост приним кухн дет комнат семейн бюджет зарабатыв грех ремонт свекр активн пропуск вчер откуд ног младш сын прод квартир скор негд жит дом котор покуп нужн берем жен тепер свекр уговарив муж пуст пож мо квартир сдал квартир свекр баб брат хочет муж начин бо придет ,5230
женат вчер вечер зайт друг взят ремонт увлек прид задерж минут дом пришел жен лиц постельн бел кухн ещ взял штраф мо кошельк минут ушел ночев друг утр ид дом двер закр ключ проход ключ сторон смен час ех лес магазин км пост магазин жив маленьк буд работ эт подобн жен дурак виноват буд подав развод любл пристрел,5499
больш мир неудачник встреч люб люб девушк подумыв дел предложен частеньк безумн друг друг очередн ссор наговор куч груб слов след приглас каф качеств пойт вмест лучш друг бесед встал одн кол сдел мо люб предложен сраз реш нач тип соглас след недел друг принес приглаш под заявлен благодар оказыв долг друг друг встреча ,7354
жен ушл доктор дочк болезн зна хоч дочк подн ног почт сраз ко переех сестр зам мат друз помогл деньг ноч больниц операц тепер здор шест одн бед мен назыв пап мо сестр мам получ ясн поня мам брат сестр идет дни сил уход лечен сестр жен жен месяц дочк истерик мам пап жит ребенок сем сестр мужик доч хуж ,6398
вышл замуж мужчин детьм жен брос уех тянул налад отнош детьм дочк быстр сын относ ко когд собир пожен девочк рад мам родн плох мальчик отнес сестр назыв мам пришл ним поговор убед сестр назыв мам девочк тп тольк налад отнош мальчик объя мат матер дет хочет дет забр никт даст ежедневн дочк плачет знает сын возвращ матер инач посто отнош треб пуск мат муж суд бывш жен ,5237
уч подав имел хорош познак человек неожид друг помен брос учеб работ ушел работ уговор откр рестора влож деньг коп квартир взял кред влож копейк кром рестора рестор денег работ уш уеха нашел работ зарплат уход кред родител счит наркома деньг потрат выгн дом жит квартир снят даж денег ,5525
друж курс дружб мужчин женщин друг друг зна посл оконча институт обща вскор жен жил парн род дво дет сем пар мо люб жен брос тогд подруг помогл поддержив дет полгод ушел забеременел реш оста ребенк поддержив сдел дел предлож пожен обсужд недел реш съезж брак мо сын младш ем мам будущ жен любв поэт родител резк мам прос губ счит хот созд крепк сем родн отвернул ,5116
работ час уч красн дипл последн курс замуж люб человек месяц берем снач сгорел дом пот пыт живот видн вид сегодн постир стиральн машин малыш порядк муж пришел дом фот дав ,5378
мо мам подруг подруг летн дочк подруг рассказыв мам дочк хочет поех живут счет денег дал мам подруг начин счет полож дочер подруг карт вернет виз дадут послуш гол друз сем дочк зна виз недел выясн глаз говор подруг мам прост дочк поня подарок ,7598
куп муж тип общ семейн кажд муж туалет сид заодн игр страшн унитаз мозг итог утр ладн радостн нес туалет хват леж ,3304
любовниц небольш мечт брос жен ушел ко жен стольк тянул дет реш подар счаст забеременел рад привоз продукт воз уз центр пришл дом хотел жен муж измен жду ребенк муж рассказ рад дет люб жен собира призн ребенк пот усл прожива зарплат аборт поздн дела месяц ,4363
род месяц семейн обед обошл вопрос рта успел ответ свекр мальчик наз девочк чест матер муж пот отц детств ним перв дня мо женск вечер свекр дет сюрприз дел квартир отлич муж пробл поех сво родител муж звон неужел нрав пробл муж понима настаив хочет наследств сестр ,4810
проигр друз спор долж женск нижн роз выйт соседн супермаркет презерват прич друз бег случ наблюд сторон нормальн мужик одел пошел нормальн вид чуд красн лифчик дума народ поним спор обратн пут встрет подъезд наде поймут парн дом родител дач родител страшн тепер пр позор сем ед сиж конц домашн девушк ,5141
случ числ недавн вырв рук приличн сумм денег карт проч обидн крут мат лезет кож опис способ могл ше хот копейк устраив истерик кажд шаг сторон мол виноват мол случ пристрел,5862
расст муж недел берем рассказа дур тепер треб аборт хоч вернут нафиг нуж хоч род сво ребенк клял уб ,4460
мо дедушк тяжел болел последн дни умир дом глаз мо мо старш брат мозг дедушк ноч след утр умер известн когд умер дед вызв никак эмоц старш брат люб внук известн смерт брат прям смысл слов рыд час шок родител похорон дедушк суббот днем брат порог собир уех питер похорон вопрос брат ответ коротк хоч последн посмотрет ушел эт брат ,6631
втор подряд берем вид причин бесполезн дет друз знак дет пробл друг тольк дела подряд слыш плод аборт поч рук хочет полноц сем ,6622
обож друз предлож поех невероятн радост соглас пар категорическ итог отказ рад друз разозл рад гот ушел ,3922
работ известн вчер город утр проснул вообщ врач воспал эт леч суббот потер работ ,4534
муж муч головн бол уех сход врач выя вчер приех мог стран мест найт мог завтр известн анализ хрен оказ женат ,4826
девушк люб вмест вид крайн редк сил последн встреч подар одн замечательн редк музыкальн крас подарок дорог вчер приход мамин подруг доч мат реш показ хотел отпуск вечер дума смог истерик случ оч хотел звонок гост общ мат отд слез истерик деш ,7492
приех работ подхож подъезд виж лавочк сид сестренк младш дет перв брак родител пап жен мам прин друг друг хорош отношен плачет уп лиц глаз разб огромн случ пар пришел пьян утр требова дат денег сестр зарплат карточк нет взял изб пок составл больш сдерж рож слом заним  ,6030
де жен молод девочк рук сем кин никт повер вообщ уваж друг друг никогд восприним девочк сраз родн жен серьезн полез ящик стол чист наткнул дневник откр жела кур пробов вперв дневник так обед рассказ жен чит дневник обед собр вещ выста двер сможет ,6016
родител здор проблем заработ деньг уход лекарств частичн небольш количеств ед единств свет котор встреч всегд помог уех недел безумн скуч звон вечер поссор отц телефон сестр куп ноутбук дают денег лекарств работ зарплат зна плат квартир таблетк говор минут слуш задн фон слыш дик включ друз слуш вк приход сообщ хват ныт мозг х сво ,5743
месяц познак парн умн сильн понрав буквальн общ нач официальн встреча жизн нов хотел вчер случ прийт брос сдела пришл гост смотр случ сперв быстр особ хочет вед объясн друг сдел девушк встреч рад секс хотел идеальн образ ревнов попрос брос ,6394
дво дет старш дочк младш месяц декрет вышл младш забр провож практическ малышк леж старш домашн легк дочк младш старш сестренк раст невероятн быстр вмест уч муж удел внима настаив вернут старш доч понима младш удел достаточн вниман дочк хочет сад начин бо отц посто устраив ребенк дочк жив выслушив отц вчер поста развод ,5722
муж причин сын ход ним дом сид свекров муж работ пробл ребенок свекр посто жалов жалоб когд приход спал свекр прос получ недел ребенк квартир видел правильн ноч пришл комнат поцелов мо мальчик кроват мо ребенк леж мальчик дет возраст посл долг плох мат узн родн ребенк свекр муж сын съезд детд выбр похож мальчик дум сын урод ненавиж мальчик бол пристрел,11671
девушк мен воспитыв мат отец ушел мам забеременел мо брат недавн мам отпра брат путевк мам город такс зара мил дом открыв двер чуж отдых городск мамаш свал неизвестн оста соседк документ денег окол телефон отвеча дел зна звон отц сможет забр месяц стран ,5664
встреч девушк месяц опозд минут договор встрет погул работ ждал минут дозвон телефон забыв поех дом дум ноч пришл отвеч реш пуст дня ждал сегодн гордост подальш любл трубк взял мам знал сто звон говор дочер свет мо девочк сбил машин напис больниц говор утр утр сиж рев завтр похорон мо глуп сдела равн ,11504
натуральн приглас парн дом гул дожд порог вид мо черн глаз дел врод натуральн нош никак кошек любл даж универ общ знак ход стольк потрат ,4208
муж дет жив дост бабушк муж работа дом детьм общ летн сестр забеременел отговарив рожа родител мол род пуст жил муж гот обеспечив сем живет родител егэ сдав отец род спуст месяц звонок подружк отказа вечер звон мам дом одн трудн младш ход сад хоч врод вчер мам позвон сестр курс устр работ ребенк равн дом родител хоч тер мам сестр ,5996
познак девушк безумн люб накр сраз жит вмест здор совместн жизн расста причин любл пил реш заб пуст жесток прошл расстава неожид встрет вк поговор сем реш люб хочет вернут вне счаст недел совет просьб знак сдал анализ вич результат пристрел,5074
жил деревн поступ ближайш город жил папин сестр должн предлаг жит втро жил сво дом мам сним комнат сут тетк нич мо родител замуж вышл муж прошл оконча школ мо мам мам попрос устр работ нич помоч устр хочет нужн хот пропис девушк девушк деревн живет интернет конц вперед дорог мам мягк женщин пос ник умеет отец сестр мам жалк ,5008
поруг друж муж котор начин крас груд жен сын перест подруг слыш видел пыт обращ вниман итог дурацк повод поссор подруг звон хочет молч сем хоч ,4785
вчер реш подруг подруг кам пад пад асфальт итог леж больниц откр перел прав месяц ,3363
спорт нашл смысл жизн оформ покупк деньг нач болет обошл сдел болезн оказ летн спорт ,4087
жив вдво ещ уч школ прошл устр заработ хотел собр путешеств рад доч получ хвата весн дочер случ приступ бесплатн плюс врач больш зан денег подруг хвата доч спрос могл поэт разреш взял деньг отд лечен рассказ сраз пришл заработ верн долг подруг обозв разговарива прекрасн отношен умерл мечт поездк верн вер назыв хотел ,7436
встреч парн полгод дел правд ревнов кажд кажд благоверн женат  рассказ жен слов стыдн отбир отц ребенк ,4746
больш сем родител брат бабушк дедушк квартир ван туалет мечт жит квартир работ параллельн посл оконча вуз вкалыв час отказыв трат одежд необход минимум отпуск провод дач накоп млн остальн хотел брат ипотек старш брат жен переех жен средн брат получ свободн деньг трат живут зп зп младш брат старш род ребенок род произошл итог ребенк мозг вопрос наскольк нач леч денег обещ результат сем хочет отд накопл лечен гот отказ мечт ,7290
жен замечательн девушк котор люб забеременел когд дочк исполн месяц сбеж испуг недавн приех сто кур крич пар мо дума крич фам мо беж девушк доч подошел спрос дат рожден попрос поговор каф соглас отец показ паспорт пот отец насто отец трус сем ушл выбег сто мам дочк шикарн выход муж мо бывш сын счастлив одинок любл ,3774
машин котор коп сознательн потер страшн прож полгод реш съезд отличн провел когд собр товарищ предлож доб отказа мол ча скорост громк лев мен справ остан пыт сто перевернул леж об машин ех дво родител дет друг перв дво мертв мест трет тяжел состоян скор получ малыш чуд отдел перел рук потер машин жалк рубл,10450
чит захотел выкидыш сил слез муж физическ никак внук здор поч муж ребенк уст подушк ненавидет люд ещ подобн вопрос сторон слом нос пристрел,7243
мо молод вмест встал вопрос свадьб родител живут друг город реш приглас друг друг мам слыш друз дума ноч приезд родител мил ногт никак мам дума фиг косметик спокойн нужн просып ноч смотр сто люб рук придурок хотел пот оч длин мам прост пристрел,10405
работ каф копейк хвата сним квартир матер денег недел зарплат час укр прям работ вызв полиц снял сотрудник след утр одн момент нач ад ежедневн звонк забр заявлен достав нач распуск разн слух мо якоб вор работ недел проч радост жизн люб пон мо пробл тщательн мозг ушел город друг друг знают хотел заработ обратн пристрел,5962
встрет парн сраз безумн влюб пробл месяц свида идеальн секс дня след старш брат спрашив мо брат друг мол шлюх брат поста сплю мо втор парн ,4875
развел муж дочер хорош отношен нескольк дне предлож работ мечт пришл бывш муж позвол ребенк сегодн позвон бывш муж график общ невест питер собир доч хочет забир позвон пар дне предлож должност нашел нынешн работ ненавиж доч питер ,6298
работ любим работ помог мн сложн отнош жив друг друг работ обратн относ вчерашн дня вчер дом дорог случайн вышел машин рук зерк слов под заявлен шло начальник адвокат поех кинул денег суд рассказа отец сидел смогл высказ сем ,6175
радостн мч позвон приезж мам вариант видет секс жив родител реш сдел сюрприз посл бурн сид кухн пьем ча сид напрот двер виж открыв двер слыш квартир заход мам ча пью блин мам молод человек стыдн глаз смотрет бо показыв дом ,3048
берем никт укр деньг прост родител развод плох говор мам ок вообщ знак рассказ прин мо пап дет жен вообщ мам отпуск папин последн увидет никт знает идеальн сем пап живет дом когд приед дом вещ окончательн уйдет прос ост вмест больш понима порт  кпм,3888
рост похудел кг кг проп врач либ попра прежн либ леч гормональн отказ гормональн таблетк кг ,4477
муж вмест перв остав никогд пар дне напис заявл милиц муж пошел пришл дом собр вещ ушел дом отвеч вчер пришел дом кид документ развод стреля,7905
куп десяток прост чувств обычн дорог дом сумк двор порв карм внешн посып включ нашл недел узн соседн подъезд нашел двор рубл обидн зна работ паш сын хотел доказ пристрел,5400
встреч девушк когд познак последн деньг работ пошл помогл выгн опек итог сильн заста отпра беремен доб фраз мо бывш сотн прошел месяц слов мо девушк зарабатыв прежн отнош ,3850
переех люб столиц друг город жив ним мам отнесл ко внешн говор сын повезл счастл билет уч законч институт престижн специальн красн ид прекрасн потенциальн свекр хорош сын нуж девушк обращ внима сын чувств вер стесн обсужд план потихоньк сем подальш блин знал врод взросл слеп женщин одн съех возможн стар быв дом видет слыш грязн пристрел,5694
прошл поступ мест престижн вуз счастлив полгод вышл замуж переех квартир гот борщ мыл квартир стар лучш жен друз подруг отошл план уч муж руг удел зада учеб поэт заним ноч спит врем сон практическ пропуск конц попрос уйт перешл порог отобр студенческ билет когд узн отец обеспечив деньг сможет мам счит лиш образова плачет трубк друз муж шла работ семейн бюджет ,6300
переезж друг стран остав квартир половин сумм половин родител сдел сво ремонт отъезд жил реш нарисов младш малолетн берем жен родител должн перепис квартир дел семейн гор сторон родител предлож отд половин котор черт брат начин разговор тип вообщ родител вал люд пож нормальн тепер враг народ сем отвернул брат изб берем жен фиг родител хорош отношен хот разговор идут ,5758
мо старш сестр умерл тепер родител мо заставл огромн провож вне дом обязательн должн поест вечер чек каф фотограф тд есл хоч мам начин истерик пап закрыв тарелк ед выпуск ед пробов говор уход дом прос сход вмест хуж понима пережив уст абсолютн нормальн вес см кг диет дум хоч видел случ старш сестр ,5427
мо бабушк религиозн люб разговор элементарн хлеб куп свод поступ университет друг город устр работ сним семейн исполн забр брат бабушк соверш сдел ребенк идеальн брат одет карм деньг хуж днях позвон бабушк говор спокойн попрос привест брат гост ладн родственник хотел увидет друз договор забр недел когд пуст порог бабушк проклин двер брат ад телефон брат оста мог забр сил ,6399
развел муж рожд дочер нач пит подним рук беремен посл развод забр дет уех город подальш родственник выбор матер вмест терпет униж пот случ мо старш сын умер дочер люб брат смогл умер сбеж больниц найт тепер вчер доч пришл ко рассказ нашл парн интернет рожден хоч рассказ зна жутк лож разруш маленьк сем пристрел,6584
брат вышл родител мир родн бабушк брат жил съемн бабушк двушк жил дач оч дума сво либ либ квартир полгод бабул стал имуществ перепис брат оста тип долж прод деньг раздел сто говор брат показ прод сдел бабушкин дач живет сем съемн квартир преподавател вуз ,6776
форум познак срочн нужн поездк концерт еха переписк показ договор встрет познак есл знат вечн вообщ никогд встреч люд куч пробл общ дня проработ даж концерт дорог дом дума лучш подруг сперв встрет пот позвон мам попрос брос доч друз плачет объясн мам недел пристрел,5118
компа девушк девушк парн проигр спор дне смог влюб умн красив интересн встреч спор откр зна ,5388
законч класс хотел пойт школ начин уч показ предыдущ учеб работ полож смотр сайт школ список мен эт  мат разговарив единств взял вовс оценк работ прост отбир подростк спортивн школ потер мечт полн ,3849
родител брат жил частн дом когд брат родител куп квартир дом город переех поступл институт кред взял вскор покупк мам беремен родител хотел оста малыш род сестр резк даж брат поступ институт пришл ждат квартир сдав денег хвата ход полгод одн младш сестр родител скор жил куп дня родител подар сестр документ куп кажд кред квартир брат ужасн стыдн сестренк вообщ виноват ,6025
встреч сраз дет нужн жен собира жизн полтор позвол таблетк полгод скор пап дав жен аборт как дожд род сдел анализ подпис плат месяц средн зп мамаш отец ребенк обяз содерж ребенк сем звон ребенок плачет тон фотограф даж подъезд ах ребенк пуст вызыв такс отправл дом женщин переех вариант бизнес ,5109
жив езж попад поех знак родител парн слуш хот мотоцикл поэт парн парк дом молч реш рад официальн случ длин бел котор мам парн дом ех минут пут девушк внезапн резк уп вмест юбк колес оторв огромн кусок общ прихож рук кров кров кров юбк кусок выброс мог случ познак родител ,3866
жил парн расст пуск идет узн беремен дума квартир зарплат ост кажд пар узн беремен приех ко ,9547
давн нрав парен упорн узн расст девушк пишет приглаш встрет каф прихож каф сид мужик тепер хотел сдел тип ,3028
отличн люб высокооплачив работ высш девушк планир месяц реб поп авар дост удар пришел мо сторон парализов ног увол работ состоя здор будущ вряд смог работа девушк брос слов нуж инвалид вообщ денег люб прод машин квартир деньг уход лекарств назнач лечен реж оч происход мам отц терп зна дост стреля ,8499
оч чит парн сбег девушек испуг наоборот встреч институт жив общаг родител залетел поня ребенок гот ход пар экзам рожа нафиг пар уех родител дач учеб ост город поех сдел аборт случ задерж больниц когд пар вернул нашел пришл врат смысл рассказ молч дал звон ушел пристрел,4579
отчет здор взросл мужик кат холодн пот спин вид маленьк окн чувств гол паник рук пад стол приступ животн ужас итог завтр котор отчет прям страниц отчет пол проч ,3909
отч раст рожден любл ост благодарн дела характер мам влюб снач любв зарабатыв дет мен младш брат терпел пробл молч поступ университет сша отч соглас оплат обуч гордост дне мам влюб терпет нынешн жизн развод прощ обуч границ обычн учител оч любл мам счаст мам мо будущ пристрел,4849
полтор месяц адск работ качеств стол проч утр вечер получ зарплат вып пут дом жив ед полтор месяц заним принес ,4283
отпуск законч дня верн работ звон орут зна жен заним изб дик дом ждет летн доч ,6313
познак люб друз вмест професс животн особ люб ним знает сред ноч прочит лекц короч недел пришл предлож поех лес ост мам нужн работа ухажив ед жил работ мечт сможет жит шанс сем работ ех миллион км лес жит хоч дела люб друг друг плач зна реальн мечт жизн ,4734
ест подруг друж класс протяж недавн позв встреч смогл подруг рассказа пошл посмотрет вконтакт вид встреч одн вид парн девушк спор слыш голос мо подруг рассказыв пришл встреч ход волос ,4371
раньш дел всяк работ доход чуж дяд обеспечив любв встрет замечательн парн х месяц отнош предлож жил поэт переех ко перв очередн зап швырнул кроват нач избив железн пон итог прав смог смог заним люб жит самостоятельн одет мог эт урод посад месяц выход убьет мам двер сыночк жил ,11697
сегодн ид дом работ виж лавочк сид плачет девочк спрашив случ деньг мам хлеб спрашив денег руб отд деньг сильн плак жалк реш помоч магазин пошл виж девочк беж куч останавлив говор хлеб молок дал деньг мам куп хлеб нормальн скаж мам потер деньг побеж ,5618
детств знал мо мам больн сердц дел получ покуп черн хлеб вмест жит отдельн родител хват сердц лож див вкус вообщ бо лишн пап пап задерж работ минут очередн сканд пап вызв мам скор итог врач сердц абсолютн пап общ ненавиж мат ,11224
подруг институт поддержив отношен кажд видел последн встреч вчер встрет одн муж брос двухлетн ребенк алимент втор забеременет трет никак подход работ найдет хотел компа муж тро дет жил машин работа декрет свекр помога подружк назв сильн попра плох больш институт жизн одн отлич втор учеб аборт сдела трет люб работ причин пробл сраз ушл счит подруг никак ожид так ,5270
муж вмест стат родител перв беремен получ сраз след вед здор каза пил стар испытыв страх так й недел пошл знал нек выкидыш дума прост выясн смен букет ,5392
мо поддержк сбеж перв муж влюб жит вмест реш посл свадьб беремен окончательн реш оставл ребенк сын перв брак прин берем нач матер люб даж развод пот ушел вернул ушел жит матер дне сын целов спат разговор насто любл человек прост вряд получ любов сын ненавиж любл любл жит хочет пристрел,4124
зна дела высш люб жен дня свадьб вмест любл безумн взаимн дел вид ревн даб когд сдел предложен неб счаст знакомств родител свадебн принос почт ящик обнаруж конверт трах правд неплох сред друз нашл дам верн парн видет мог хоч ,6287
пож муж дет можн никак пробл денег хвата жив квартир люб друг друг квартир ужасн состоян нуж ремонт сво рук рук дел дел муж заявл наверн хочет развест пошел ночев отч дом вопрос произошл отвеч ремонт жен ,5099
познак парн нач встреча законч школ поступ университет родител отношен уех жит город захотел ребенк некотор реш удочер дочк младш жил поех дочк муж отел вернул увидел собств глаз ,7895
когд ход класс дальн школ помог урок тд зна прят довод отказыв уход школ чуж родител уч чуж лиц вещ стир мо мам работ дом терпел родител молч прошл законч школ поступ уч город скор уезж совс семейн праздник вперв встрет последн стареньк оказ хорош человек зна детств вел последн,7297
жил люб длин волос пят особ детств нош длин волос люб тверд реш устр праздник люб сюрприз пришл дом открыв люб двер работ пришел глаз бров сумк уп держ секс жив месяц подруг волос вообщ стар дума личн факт связ ,5860
декрет кром мо тро дет дво перв брак муж привезл полгод сестр покойн муж личн равн сиж дом результат прод вещ возраст дет месяц зна жит спасиб сосед ед друз деньг продолж мо мам приедет помоч тро никт забир хочет деньг помога обрат свекр жив покойн муж должн ,4774
недавн общ муж радост беремен недел пошл тест выя шанс род ребенк стрем хоч рож рассказ муж мнен аборт нач сканда итог ультиматум вариант оставл ребенк продолж жит сем вариант дел аборт под развод любл свет завтр ид аборт сем пристрел,6011
мо отц наплев недавн стоматолог необход поста мед отец реш покуп нов машин общ сложност сто тыс мо сем больш мам деньг когд отец узн закат сканда деньг покупк нов машин зуб пил ,4670
мо муж счит метод пол действ довод объясн помога род дочк берем перв пар месяц сканда доч забеременет могл слав кров дочк одн врод сказ муж муж собира дум ,4525
сегодн уда зуб удал разговарив минут стоматолог парен парн брос слов ,4559
встреч молод человек влюб спуст чувств перест пот влюб бо поэт работ девушк брос вернул ко люб могл муч ужасн предлож расста последн встреч рыд встрет хорош парн нач встреча вернул благоверн жит позв замуж седьм неб счаст попрос пон цел живет лучш подруг спуст дня пришл смс подруг реш душ свадьб недел руш чуж сем ,5064
