post_text,stars
в уеха герман работа вышл русск немц род здоров дочк он работа денег равн хвата памперс чтотомам наш брак смир на наш втор годовщин свадьб поздрав просидел бар рожден букетик цветовденегт недел обнаруж переписк интернет договарива какойт приедет уед ребенк родител обсужда занима секс посл сканда дня гдет пропада вчер приход брендов вещ заявля нов подруг выбира помога а сиж дочк памперс куп чтовидет мог сердц разрыва част обид как прож ним кварт недел представля пристрел идиотк мам слуша,6331
куп комнат нов люстр повес вкрут лампочк плафон установк реш пом упаковочн пыл пом расстав стол подожда высохнут пот случайн задел стол плафон скат пол естествен разб нафиг в итог пол мелк осколк стекл потолк бесполезн люстр пят с половин тысяч рубл блин пмп,537
дел школьн врем встреча парн на индивидуальн обучен уч больн голов девушк и получ вниман обраща мо парн вил постоя став молод всерьез воспринима тогд девушк говор гадост умоля брос я пыта поговор уверя разойт похорош недолг дум пошл мо парн рассказа угрожа пыта уб парен брос сказа зла бессердечн нетолерантн отношен больн люд через встрет улиц исхуда небрит виноват жен то девушк обед приготов ухажива плох умеет ещ обвин будущ ребенк диагностирова неизлечим заболеван жен хочет дела аборт пот обматер дал пощечин развернул ушел пмп,8845
от неч дела написа стихотворен расставан ушедш любов как говор личн рифмоплетств размест форум социальн сет мо девушк прочл приня сво счет пишет нашл друг любов предлож оста друз потеря невест изз нескольк рифмова строк пмп,3540
муж заботлив любя изнашива туфл хочет сережк прост серебр солнышк куп нов туфлисережк говор премьер фильм спектакл любим обязательн сход заканчива жадн садист дел забот любл чист поженск обидн складыва кмп настаива подарк ум зп хвата оплат снима комнат ед изз делзабот жив порозн снима жил живет родител никак найдет сообщ мо существован,3947
гдет полгод физр голов прилетел мячик каза обычн ситуац какт залад ушиб видим сильн голов болел итог нормализова сегодн перв канал показыва велик передач пуст говор просмотр мама реш пода суд мо учительниц физр классн руководительниц попа мяч отпуст урок мо довод суд подава бесполезн мяч попа совершен случайн кажд подействова тепер счита материнск долг пойт директор говор увольнен учительниц увол пода суд но этимт дел огранич тепер вру насчет здоров проведет следств вывест чист вод пмп скор застрел,6750
замуж нача планирова ребенк вскрыва интересн факт оказыва мнен любим должн сраз роддом выйт работ дит зна пристр куданибуд ясл скольк берут паха дом отдыха дальш воспитыва дет исключительн слов став угол лиша карма денег тд ограничива личн свобод ребенк а легоньк шлепнеш изоб сме дума подня рук мо дет реб фанатк телесн наказан жив долбанут человек пмп остальн полност нормал какойт дик неадекват,6131
джентельм предпочита блондинок мо муж заскок нрав пергидрольн стерв женат проблем напял светл парик секс муж прос перекрас волос будуч натуральн брюнетк аллерг краск отказыва дня сильн прост заботлив муженек дал антибиотик оказа снотворн урод выруб крас волос блонд проснул рвот бузумн жжжен голов волос сход вмест кож вызва скор голов покрыт язв пришл побр нагол факт вообщ раст волос леж больниц оформля бумаг развод собира подава суд пмп совместн жизн поня жив псих,16551
вчер позвон подруг сестр парн нрав приглас нимис брат театр балет и билет и настаива подар пошл каза но мо родител отпуст тк денег говор оплат билет долг ехатьн позволя прилич сиж рев изз шанс упуска а мам звон рассказыва как кофточк куп в стоимост билет я понима треб мног пмп,5412
я удивлен уж час кокнул магазин дорогущ банк варен никт спросилнача конц полож возвра дом смогл откр двер квартирузамок слома дом попаст вскрыт замок тысяч встав нов повел собак прививк обнаруж опухольсрочн операц сказа стоимост посл операц прибав лекарств мне страшно понима происход сил вынес дерьм кмп,4392
умер любим котейк прож мал ненаглядн сво курин мозг сообраз умн выброс мусоропровод об узна вернул дом мотивирова воня сильн едв сдержа разб лиц вышел подъезд расколот двер мусоросборочн помещен иска кот у подъезд стоя свадебн кортеж бух гост стал возмуща как х порч фотограф не выдержа ответ хорон кот кровав сопл выбит зуб стреля,15275
собак укус кхм член девушк нрав был жутк больн пар сильн удар собак убежа поворачива беж девушк я смут дума начнет спрашива но удар лиц кулак все дур выб зуб эт оказыва е собак удар дур след собак лезт кулак пмп сид больниц хирург смотрет член,7608
я долг месяц притворя парн одн тематическ форум эт несложн иб росл сем пят брат мышлен слож мужск специальн выбра лома всяк намек женствен слесар так девушек общен котор стара вежлив учтив мен радова называ идеальн парн подобн но днях приход лс парн девчонок оказа хотел пожен влюб сравн реш брос он едет ко город выясн отношен а сиж восхища сво способн ну дрян кмп,5706
мне художниц парен куч друз вчер дела наброск какт задума нарисова куч портретик друганаш общ лучш друг парен закат истерик дума изменя ним зна абсурд сейчас друг друг разговарива парн игнор кмп художниц,1758
ест привычк записыва сам сильн переживан мысл разн ну прощ говор дневник вест скольк помн тетрад сам сокровен записыва законч одн завед друг вот жал нынешн дневник момент случ практическ полност заполн личн так вчер институт остав вещ стол вышл перер возвраща кабинет толп одногруппник сто смеет подошл ближ посередин сто сам мерзк девк наш групп рук злополучн дневник вслух зачитыва так ощущен душ наизнанк вывернул да одногруппник подшучива некотор весьм открыт издева невыносим пмп,8673
мне хож гуля одн дом вчеракогд ката качеляхпришел мужиксел лавкуслож ручк колен смотрел менян ладнодумаюуста человекон сумоксид минут смотр менямн показа странным всталазашл угол домаподождатьможет вернус нетгляжуон вынырива изз куст сирен мнойувидел меняиспугалсякажетс увидел пошл обратн направлен качелямоборачиваюсьон мнойпокрут виск ушл футбольн пол взросл парн игралион помя врод встал угол дом продолж слежкудом ник поэт пришл какоет провест тампосл направ сво подъездууж звон домофон увиделакак ход оглядывалсяиска меня братьевн взросл парнейзнакомыхкт постоя меняпр пап упоминаюпот длин историямам рассказалаон кинул мне тво проблем уб меняпожалуйст,10075
я футбол равнодушн мч яростн болельщик зенит пошл матч зенитспартак друз мо мч фанат зенит в середин втор тайм мч нача ко пристава снача сопротивля подума одежд соответствующ коротк юбк топ я залезл колен неудобн равн не зна нашл захотел сдела сво мч приятн крикнут зенитчемпион чувств вотвот набира полн груд воздух крич сил спартак чемпион как рассказа друз мч разговарива дума отношен законч сидел сектор зенит слома ребр мо парн рассечен бров поврежден глаз друг пыта дур прикр сам страшн могл случ из пушк плиз,8870
раз недел стабильн встреча метр парн безумн красив видн умн вобщ влюбл полгод последн нача обраща вниман реальн сталкива смотрел улыба вид кива нача недел сел вагон подошел заговор познаком тая счаст обменя телефон записа листик вечер хотел написа смс рыт сумк листик телефон нетнет нигд перер дума ладн скор равн встрет позвон звон метр отчаяниипмп,5752
на работ произошел сканда мо подопечн студентик саш начальник саш обозва начальник узурпатор агрессор сердц скинул принтер пол за охранник вывел офис вечер переда трудов книжк студент способн умн разбира дел компан я дума хорош зам уйд пенс сам главн абсолютн прав отношен босс на следден утр собир работ пережив изз саш вслух эх саш сашеньк а муж нап сне зов саш он ревнив собра вещ перееха мам ну дела оправдыва жалк саш хочет умерет пли,4850
свекров треб немедлен убра квартир муж слезн прос развест жит вмест ним гребан квартир мам пообеща развест имуществ претендова кульминац идиотизм квартир дарствен муж машин куплен ним общ деньг зарегистрирова свекров тайн мужатолюблюююпмп,5129
я работа манекенщиц тайван контракт дне вылет дом отдадут оговорен сумм главн услов минимум работ сдела отсутств жалоб клиент поэт стара кастинг вест нажалова придра работ взял помога наверн красив выходн суббот воскресен съемк утр час жар зимн одежд снима фон костр подлива керосин жар пальт тон мейкап дым текл слез мэйкап тек глаз перерыв обед до отъезд оста дня я мол бог тайп шел дожд пмп,-3225
улич лжи виноват говор бол сарком кост почита справк залезл инет прочита дофиг литератур поня справк слов сарок все обыден скучн главн смертельн а почемут ник смут граф рекомендац врач написа ортопедическ обув и сарком тепер бессердечн твар знающ медицин мат слез вер все молчат пмп лез,2262
я интроверт любл разговарива вот вообщ иногд почитыва форум чат обща редк прост замкнут устраива познаком парн встреча месяц повел клуб друз знаком пришл поздорова обща спорт учеб знаком слуша улыбк и приятел достаточн громк шепот спрашива он нормальн на умствен отстал похож мо парен тих да врод нормальн разговарива и все кодл начина наседа скаж скаж скаж и сид ржут парен у настроен резк минус горл комок встал ушл вслед ну че истеричк паш заб вернет мерзк душ сиж дума общен норм может сид ржеш лошад недочеловек я виноват слож ситуац кмп молчалив дур,7403
вчер парен мне хотел дет доминантн ген хоч дет похож пмп доминантн ген,6060
мо подруг пропа украшен дом парен дума ужасн жизн крал сидел комнат мч постоя кудат выход тел поговор кудат видет хочет унижен подозрева поня невин увер взял зна брал никак докажеш обидн слез пмп,6729
сем куп муж наш перв машин кред брал тк муж сер зп зарабатыва прав поэт муж езд через разб стоянк хлам куп втор кред выбира муж езд через вреза столб жив оста машин хлам поднатуж куп трет выбира муж какт дач добира сам сдал прав поезд успела декабр муж гололед скат кювет выж машин сейчас покупа ю машин езд выбра сво вкус муж орет маленьк цвет тд не разговарива завтр забира салон понима доед дом тк курс раз сидел рул кмп муж эгоист,5480
заряжа аккумулятор подвал дом дела расписа откр пробк выход водород час реш забра в момент вход подва выключател обнаруж свет подвал воспользова зажигалк поиск аккумулятор итог аккум минус одежд минус зрен глаз пмп softl,5395
сто зерка рассматрива волос лобк слыш сзад забуд рук помытьэт мам кмп стыдн выход комнат,4010
на то недел куп IPhon G куп пришл выполня домашн отчет отц течен месяц ежедневн лиш прогулок мелоч старательн шел цел вчер друз позва клуб обмыван сег чуд очередн рюмк пошел туалет сам момент позвон девушк сам момент пришл достав урон кол сработа автоспуск попл IPhon наш стар добр канализац невероятн истерическ припадк разб рук стен туалет итог час ноч телефон пьян вдрызг травматолог наложен гипсаперел запяст обезболива алкогол пмп,5629
мо сестр агрессивн характер однажд взбрел голов прикольн контакт обстебыва одноклассниц девочек школ город ну всяк ванилек тп тд один вечер нажалова одн обиженк взял мстит а троллинг занима скук слов мог угодн отбр поговор контакт девочк отста сестр дума сдела вывод нарыва нееет реш защищ тепер нарыва подряд девочек город взросл числ мужик пишет прос разобра просьб переста действ нескольк приход приезжа соседн город разбира слов я бо завтр затролл дочк какогонибуд прокурор бандит местн пристрел заботлив сестр,3492
у больш груд в школ постоя издевательств двусмыслен шутк мат шалв обзыва парн я симпатичн ровесник глаз смотрет груд отец разажра худет у размер джинс остальн ген лин современ танц пришл брос лифчик одел прыга больн говор смотр ни бассейн речк ход купальник пял инопланетянин а выглядет подума бо кажд четверт девушк счита сво долг замет парн нравл изз груд так нрав есл отреза отда люб счита природ обидел сдела а отличниц аттестат одн четверк музыкальн школ законч а шью готовл вот интересн цельт прям размер увер промахнет,13248
разбира стар хлам нашл цел коробк мамин пап пис арм лист ручн открыток памятн вещ фотограф прич вещ подписа например заношен дыр шарфик месяц любим ваз месяц вмест цветочек засушен месяц счаст спрос романтичн мам ну род стал работа пришл посл слыша рыда ноч закр ван кмп уб счаст родител поздн исправ,2438
мне замечательн родител девушк будующ жен общ есл одн но какт набуха город друг поросяч визг реш идт дом пешк выветр алкогол на сво район получ обрезк труб затылк местн гопот очнул рож кров утр поеха травматолог легк сотрясен мозг отлежа недел больниц вылеч врод эт сотрясен какт енул неокрепш психик с снят сны убива люд снача воспринима какт несерьезн в арм проблем спал видел снов дембельнул вернул мест посл арм захотел убива настоя девушк родител относ смех вообщ серьезн говор тип детств игр переигра в психушк хоч идт бо закроют сдела отметк перечеркнет кмп ник уб,6498
подума дебил предк набра кредитовн миллионпроа квартиру обвин смертн грехахподума уеха родн мухосранск заработкичтоб какт содержа великовозрастн идиот подума сперл кошелек деньг подума завтр еха работ денег жрат неч телефон завтр спишут ап ерунд пмп,7096
родител улетел границ собра вечеринк называе hustl партывс крут пьем весел наступ стекл дом вызва скор везут больниц родител пприедут зашибут квартир раздолба хлам он доверя раз остявятпмп,486
я жив обычн сем мам пап брат я жив обычн русск сем отец частеньк злоупотребля алкогол больш ужасн ситуац отец пил феврал майв ма уеха любовниц москв равн приезжа и пьянк скандал драк на мат поднима рук кулак взросл брат довод слез разбит мебел синяк тел неприятн очен скверн мам отец приеха конц август измен понима твор не пил никак иногд праздник мер час пришел пьян лег пол врод заснул я боюсьчт проснет я бо чувств ноч беспокойн а завтр еха город пмп бо ненавиж отц,7319
мне работ мо девушк соответствен встава все реагир будильник он ора час пофиг будильник телефон игнорир с утр утр пыта разбуд готов завтрак заб разбуд тяжел цел реагир растолка тяжел сильн хочет спат царапа матер куса шуч орет высыпа лож поздн исключительн изз идиотизм час ноч книг чита полтор час ван проторча кпм задолба трат час закон сна,4876
однажд приеха гост старш сестр мам у нов классн ноут интернет мне приспич зайт вк сестр разреш сестр мам кухн включ ноутбук появ надп законч загрузк ну подума сестр муж кача чтот поэт нажа захож инет порнобаннер я зна дела пыта закр получа ладн вышл интернет пришл сестр кухн якоб зна зайт интернет он показыва зайт инет и появля порнобаннер он спрашива откуд настольк стал страшн слов могл он подума мам сидел кухн лаз порносайт я смогл объясн наора сильн удар но кмп прошл сестр припомина приезжа гост мне приближа ноут мог объясн дел я чувств вин понима чем кмп,2575
на работ сид комнат парн он обычн тут заход девушк миленьк худеньк платьиц волос светл пояс красив невозможн ангел улыба прям свет изнутр девушк парн выясн мы знаком след подошел спрос так нашел и рассказа постоя самосовершенствова стоя мест девушк найдут в след месяц пересмотрел нача чита бега заня йог жит стал легч работ повышен обеща мног произошл измен заметн и вчер подход ко парен чувак виж сильн загоня расслаб пошут член больш и хочет дела автомат потеря цел надежд внутр чтот слома зря пмп,6108
я инвалид ног недавн реш пойт массажн салон бодимассажобнажен массажистк дела тел массаж я раздел пошел душев кабинк зашл девушк массажистк увидел гол стал извин слов блева убежа мне минут присла друг девушк массажистк принесл извинен коллег спрос то девушк стал плох улыбочк уст врод знает я чуств полн урод пмп,9831
я служ арм на днях сказа переустанов компьютер штабекак образ файл пропа там файл с год ждем фсбшник выясня причин мо поступк мне прям сказа дизел возможн дадут мне дембел дне пмп,7031
мо муж пишет письм емейл ну врод разговарива чита вот последн письм отправ инерц тепер курс двухлетн любим дума сын сто дела рад доверя нек найт когот тк подход определен параметр мо мир разруш он неправд мог повер писа все год вмест вран показух декорац пристрел,6303
мо муж феноменальн лен не мож съезд заграниц лен сфотка загра не заплат учеб лен распечата квитанц и так дух сегодн апог я больниц нужн определен лекарств нача сепсис звон муж получа ответ да лен встава нич стреля обо ленив мудак,10524
у дочк в последн сильн ухудш здоров доход утр захож кухн леж обморок не проходя головн бол иногд ноч слыша тошн туалет приход ко спат бочок жалова рвал в общ ход врач развод рук выписыва куч таблеток процедур диагностик я матьодиночк денег дочкин др недел я честн плох мат зарабыватыва деньг ушл врач лекарств поэт дар стар украшен он обрадова дума неужел доч меркантильн тем вечер плач лож ко спат мам притворя обморок прогулива школ выясн школ девочк сильн задира вмест придума способ а сочувств голов одновремен счита денег лечен выкинул обвиня довер смогл наверн правд плох мат поэт прош кмп,13173
я пришел салон мтс подключ интернет итог работник вмест помощ стоя стеба телефонпмп,1348
женат сво квартир машин дет реш пож собствен удовольств вид вот муж имел удовольств кин каф полгод секс месяц а работа врод зарабатыва кажд гвозд крышк гроб а главн устраива кмп наверн мног хоч,4537
родител употребля алкогол юбил минимальн количеств над пьяниц сем смея а приеха ним гост зашел разговор потоп он рассказа молод вечеринк нап ктот откр кран я спрос выключ вод пил он как перв стол упа кмп мир разруш,-10222
дне поруга подруг он списк контакт добав игнор ну злоб написа текст примерн след содержан я люб замеча тво парн бла бла бла дума обща выпущ пар вчер еха город встрет электричк мил общалисьвесел непринужден ссор голов ко плеч полож тепер сиж мол игнор вытащ как иголк кмп,-3309
соскуч любим пиш вк любим котенок зайк соскуч он пишет ряд друз пял монитор я хахах а знает ахтысук тролл хрен сиж рев кмп дур любл человек стесня друз нежност называ сук,-2436
у муж дво комп однажд сел одн открыт вкладок сайт открыт страниц рассказа истор окошк истор писа слов мо жен то чтот хотел написа заб реш отлож молч свернул вкладк сдела вид комп сейчас командировк а грыз ногт мне каза идеальн пмп,4458
любл девушк безумн особен супер красив настольк привлекательн духовн физическ план мог дума мы лучш друз у друг дво парен мне хочет дик ора круш рассказыва вмест ход куданибуд да бог занима секс в момент ненавиж я хоч украст хоч мо но кмп хорош друг мог увест чуж девушк,8040
иногд хочет стат жирн уродин мамин муж показыва тво фотк купальник сто телефон заставк узна фотограф выкладыва альб интернет постоя тиска прижима обнима цел ног люб тип быт одн виж отцовск любов родн пап кмп науч став люд мест мог отталкива молч мен тошн,8338
вчер брат гост доч начина переодева ко сну заход жен дочк куша такойв ответ ребенок отвеча мам маш животик лялечк поправ изз болезн знает жен мо брат полов жизн жив пристрел,9221
знал невин творчеств станет реальност сплю деньг мужик заработа доз сид героин повест котор писа наркоман проститутк кмп экстрасенс,9815
встреча парн месяц знакомств родител сестр бабушк дедушк проч родн выяснен отношен бывш девушк звонк ноч оскорблен встреч тп уезжа екатеринбург недел расстава сошл попада больниц перелом пел серенад окн заставл краснет сосед общ реш прекрат сантабарбар порва ним тест беремен связ насыщен событ ним секс раз использу средств защит как кмп,5859
встреча месяц девушк он оказа голов брос и нача звонк письм вк крик окн надпис балкон рад тысяч заказ добав черн список вк телефон рад заб так подлавлива умоля вернут умоля пада колен крич плачет начина валя земл днях вообщ луж легл проход замара но вчер пришл мам тож пада колен валя пол семейн оказа ник дебильн нужн единствен сегодн пришел отец жен подаст суд изнасилован лиш девствен прич знакомств наброс пмп,9671
мо жен потрясающ красив умн мудр он совершенств от страх потеря разв параной паническ атак навязчив желан зареза люб посмотр завтр ед леч психушк навра командировк пмп,8544
долг мечта хорош фотоаппарат уч класс накоп недорог Canon подруг устро агентств фотограф некотор попрос модел мечта радост фотоаппарат черт собира вещ фотовыставк итал прошл мат выступа повод отда деньг заработанныен хочет все зарабатыва вообщ об забот момент исполн в итог наканун важн фотосесс заперл дом телефон комнат вечер пропущен вызов сообщен увольнен пмп бо мамаш загуб мо карьер,8436
я обеспечен сем но родител безумн люб не ко дню рожден мам подар дорогущ ноутбук я восторг но позавчер неряшлив муж прол суп в ремонт сказаличт ноут починк подлеж прощ куп нов на муженек ответ денег покупа ноут собира ноутбук дорож мог смел подава развод мам сказалачт компьютер слома изз муж почин невозможн очен жалк он стольк влож подароктак коп пмп,10080
у институт парен котор дел ориентац он постоя крича вслед педик гомосек вещ подобн род я обучен возненавидел уб гот нескольк представля собствен рук задуш вчер схват рук посередин коридор повел кудат завел столов усад подальш от я мягк говор аел поэт сидел молча и сег выпалива я любл все я ненавиж кмп,8539
а рук зарядник телефон взорва ахах любл кмп,-3910
на пар пришел препод никт пришел поэт занима сво дел я пошел окн откр хотел душн завяза разговор одногруппниц помн чем говор дошл радужк красив цвет какогот непонятн а мдак радужк цвет гвна поч кмп,-2951
мо мозг устро умствен работ нуж стимминг беспорядочн ритмичн движен раскачиван дрыган конечн вид радост тролл похож шама транс дела дом одн комнат никт знаком знает предк в универ стара сдержива сейчас дела ремонт родительск комнат сто комп стационарн перетащ друг комнат возможн на днях смен окн пластик сегодн мат принос нов занавеск кухон до середин окн зат рооозовеньк и дешееевеньк рубл метр блин тепер видн соседн дом постоя держа закрыт штор мат запреща говор денег жеч свет цел люд а дописыва дипл я хоч соседн дом ежедневн созерца ритуальн пляск племен мумбаюмб мо исполнен стипенд нескор быстр подзаработа нов тюл возможн кмп,-2563
недавн умер крестн молод довольнотак мужик одночас сгорел рак сообщ родственник скайп и полчас молча пыт выяв какуюнибуд эмоц мо лиц тепер жен сосед знаком знает мо родител крестн жил маленьк поселк городск тип говор крестниц фактическ единствен дочк едв пылинк сдува дет наплева смерт вообщ бездушн твар лицемерн сволоч как родител смотр искос родственник объяв опал а зна плака смея крестн якоб сдува пыл видел тричетыр раз жизн плака незнакомц виж смысл пмп сдела родн,5538
познаком парнемобща ну виж небезразличн стольк знак вниманиярассказыва такоечт знают людиприсыла интимфот ну бэ понятн а наш общен сдела сюрпризрассказалчт ге месяц наход отношен парн пмп точт ядурапотрат жизнилюб отверг остальн охерен парнейв надеждечт темперв вмест,2840
в родител отвезл бабушк город лет пот нача осен сказа придет оста пошл школ завел друз все дума обидн возвраща но остав конц учебн конц го класс приезжа реж рад пот бабушк настоя поступа университет город родител приезжа переста соглас у сво сем работ объяв плака счаст встреча посел муж пок прибежа бабушк сказа выгна хотел детск дом сдат приход плат приезд котор жил раз поинтересова родител прос прощен муж шок бабушк ярост а любл родител смотр любл мог прост кмп,11570
я неполн сем отец ушел помога материальн обща регулярн месяц встреч ним получ взял лучш подруг сестр нормальн пообща зафренд соцсет сообраз мо подруг переписыва сегодн узна рома подруг влюбл уш перв мужчин так встреча боя призна е сверстник отношен наивн умн хорош девушк сво сем разниц игрушк я вспыл обидел подруг слуша хочет сунул дел сует вид а бо зна дела бежа кмп собствен папаш остав подруг беремен слома матер,6615
у татуировок работ знал вчер встал вопрос повышен прям глаз сказа лучш работник тат характериз человек легкомыслен глуп одн сдела свадьб втор выкидыш месяц трет смерт мам он небольш видн изпод одежд повыс девушк опыт раз справля обязан мо помощ я вынес начальниц отношен нормальн работ мо специальн наш город пмп,9101
кажд бож младш сестр пересматрива сезон винкс я сер наизуст зна пмп мог видет кошмар снят,5093
сто магазин очеред кра глаз виж какаят тетушк подталкива встат очеред слов сын встан очеред дедул трет касс масл сбега все но девушк кмп,-1916
всю сознательн мечта кошк подобра улиц красив кошеньк реш остав чувствова тепер сиж ем пачк супрастин аллерг периодическ пада мертв сном клавиатур отдава мог полюб страшн истека сопл супрастинозомб мог кмп кот,4854
слома рук собствен свадьб наш перв танц пмп,4956
мо отец кризис переж сильн психологическ потрясен едв потеря работ накоплен с чтот переклин шопоголик когд мужчин шопоголик звуч смешн дел страшн он глав сем пикнут никт смел поэт справля тяжел спуска все деньг зарплат донест дом куп какуюнибуд дорог техник например выход вечер куп хлеб возвраща полн багажник ед вышел соседн магазин внезапн реш поеха дорог супермаркет накуп дорог ед у богат сем дума апофеоз ест однушк доста бабушк мы сдава пят стабильн денежк отец прода говор деньг нужн денег изз трат реальн стал ед хвата прода куп телевизор дом машин себ одн какиет час крут общ бесполезн ненужн ну че дела не отнима зарплат нарва кмп,6380
я музыкант ест перспективн групп квартир любим девушк но девушк понима мо увлечен постоя треб жил нормальн трат впуст а мог отказа единствен привлека недавн сильн поруга мо гитараз выброш девушк окн итог гитар вдребезг стекл машин стоя окн разбит плат из групп выгна тк денег нов гитар игра чемт с девушк разговарива недел прич обвиня музык пмп идиотк сдела,8728
